course_department;course_code;professor;time;course_title;completed;total_entrolled;lab_section_content;clear_and_organized;instructor_established_rapport;coordination_with_lectures;the_course_as_a_whole;instructor_was_accessible;instructor_was_challenging;amount_learned;instructor_feedback;relevance_and_usefulness_of_homework;instuctors_interest;quiz_section_content;instructor_was_knowledgeable;instructors_effectiveness;instructors_contribution;grading_techniques;instructor_overall;effectiveness_of_format;tailoring_instruction_to_skills;textbook_overall;instructor_was_enthusiastic;quiz_section_as_a_whole;procedures_and_skills_taught;the_course_content;the_lab_section_as_a_whole;rotation_and_studio_as_a_whole
AS;213;isseyas mengistu;sp14;The Evolution of Air and Space Power III;4;6;NULL;NULL;NULL;NULL;4.5;NULL;NULL;3.5;NULL;NULL;4.5;NULL;NULL;4.5;4.5;4.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.5;NULL;NULL
AS;213;isseyas mengistu;sp14;The Evolution of Air and Space Power III;1;7;NULL;NULL;NULL;NULL;5.0;NULL;NULL;5.0;NULL;NULL;5.0;NULL;NULL;5.0;5.0;5.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.0;NULL;NULL
AS;213;isseyas mengistu;sp14;The Evolution of Air and Space Power III;2;7;NULL;NULL;NULL;NULL;5.0;NULL;NULL;5.0;NULL;NULL;4.5;NULL;NULL;5.0;5.0;5.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5.0;NULL;NULL
AS;331;angela allardice;au13;Aerospace Studies 300;2;10;NULL;NULL;NULL;NULL;3.5;NULL;NULL;3.5;NULL;NULL;3.0;NULL;NULL;4.0;4.0;3.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.5;NULL;NULL
AS;331;angela allardice;au13;Aerospace Studies 300;6;7;NULL;NULL;NULL;NULL;4.75;NULL;NULL;4.75;NULL;NULL;4.75;NULL;NULL;4.75;4.75;4.75;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.75;NULL;NULL
AS;332;angela allardice;wi14;Aerospace Studies 300;3;7;NULL;NULL;NULL;NULL;4.25;NULL;NULL;5.0;NULL;NULL;5.0;NULL;NULL;4.75;5.0;5.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.25;NULL;NULL
AS;332;angela allardice;wi14;Aerospace Studies 300;3;7;NULL;NULL;NULL;NULL;4.25;NULL;NULL;4.0;NULL;NULL;4.0;NULL;NULL;4.75;4.75;4.75;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.0;NULL;NULL
AS;333;angela allardice;sp14;Aerospace Studies 300;1;5;NULL;NULL;NULL;NULL;5.0;NULL;NULL;5.0;NULL;NULL;5.0;NULL;NULL;5.0;4.0;5.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.0;NULL;NULL
AS;333;angela allardice;sp13;Aerospace Studies 300;4;8;NULL;NULL;NULL;NULL;4.0;NULL;NULL;4.5;NULL;NULL;4.5;NULL;NULL;4.83;4.83;4.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.0;NULL;NULL
AS;333;angela allardice;sp14;Aerospace Studies 300;4;7;NULL;NULL;NULL;NULL;4.83;NULL;NULL;4.5;NULL;NULL;4.83;NULL;NULL;4.83;4.83;4.83;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.83;NULL;NULL
AS;333;angela allardice;sp14;Aerospace Studies 300;1;1;NULL;NULL;NULL;NULL;4.0;NULL;NULL;3.0;NULL;NULL;3.0;NULL;NULL;3.0;3.0;3.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.0;NULL;NULL
AS;431;kevin mastin;au13;Aerospace Studies 400;16;21;NULL;NULL;NULL;NULL;3.39;NULL;NULL;3.36;NULL;NULL;4.13;NULL;NULL;3.38;3.83;4.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.23;NULL;NULL
AS;431;kevin mastin;au13;Aerospace Studies 400;4;4;NULL;NULL;NULL;NULL;3.5;NULL;NULL;4.0;NULL;NULL;4.5;NULL;NULL;4.0;3.5;3.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.5;NULL;NULL
AS;432;kevin mastin;wi14;Aerospace Studies 400;15;17;NULL;NULL;NULL;NULL;4.14;NULL;NULL;4.0;NULL;NULL;4.25;NULL;NULL;4.2;4.19;3.88;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.88;NULL;NULL
AS;432;kevin mastin;wi14;Aerospace Studies 400;3;7;NULL;NULL;NULL;NULL;3.25;NULL;NULL;3.0;NULL;NULL;4.25;NULL;NULL;3.0;4.0;3.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.25;NULL;NULL
AS;433;kevin mastin;sp14;Aerospace Studies 400;8;20;NULL;NULL;NULL;NULL;4.5;NULL;NULL;4.7;NULL;NULL;4.83;NULL;NULL;4.7;4.5;4.7;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.5;NULL;NULL
AS;433;kevin mastin;sp14;Aerospace Studies 400;1;4;NULL;NULL;NULL;NULL;5.0;NULL;NULL;5.0;NULL;NULL;5.0;NULL;NULL;5.0;5.0;5.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5.0;NULL;NULL
ASIAN;203;heidi pauwels;wi14;Literature and Culture of Ancient and Classical India;7;10;NULL;NULL;NULL;NULL;4.63;NULL;NULL;4.33;NULL;NULL;4.8;NULL;NULL;4.63;4.8;4.17;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.63;NULL;NULL
ASIAN;205;edward mack;su14;Literature and Culture of Japan from Tradition to Modernity;9;10;NULL;NULL;NULL;NULL;4.6;NULL;NULL;4.6;NULL;NULL;4.75;NULL;NULL;4.86;4.86;4.86;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.6;NULL;NULL
ASIAN;206;jennifer dubrow;sp14;Literature and Culture of South Asia from Tradition to Modernity;22;31;NULL;NULL;NULL;NULL;4.2;NULL;NULL;4.5;NULL;NULL;4.65;NULL;NULL;4.71;4.77;4.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.14;NULL;NULL
ASIAN;206;jennifer dubrow;sp13;Literature and Culture of South Asia from Tradition to Modernity;11;16;NULL;NULL;NULL;NULL;4.89;NULL;NULL;4.71;NULL;NULL;4.95;NULL;NULL;4.89;4.95;4.58;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.89;NULL;NULL
ASIAN;401;zev handel;sp13;Introduction to Asian Linguistics;35;39;NULL;NULL;NULL;NULL;4.53;NULL;NULL;4.7;NULL;NULL;4.77;NULL;NULL;4.74;4.88;4.74;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.67;NULL;NULL
ASIAN;496;jameel ahmad;sp13;NULL;8;9;NULL;NULL;NULL;NULL;4.7;NULL;NULL;4.7;NULL;NULL;4.93;NULL;NULL;4.83;4.83;4.7;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.83;NULL;NULL
ASIAN;498;bonnie tilland;sp14;Special Topics;20;20;NULL;NULL;NULL;NULL;4.59;NULL;NULL;4.67;NULL;NULL;4.88;NULL;NULL;4.79;4.94;4.83;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.5;NULL;NULL
ASIAN;498;soohee kim;au13;Special Topics;18;20;NULL;NULL;NULL;NULL;4.75;NULL;NULL;4.81;NULL;NULL;5.0;NULL;NULL;4.9;4.94;4.68;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.6;NULL;NULL
ASIAN;498;prem pahlajrai;sp14;Special Topics;5;9;NULL;NULL;NULL;NULL;4.25;NULL;NULL;4.25;NULL;NULL;3.75;NULL;NULL;4.25;4.33;4.25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.0;NULL;NULL
ASIAN;498;prem pahlajrai;sp13;Special Topics;3;3;NULL;NULL;NULL;NULL;5.0;NULL;NULL;5.0;NULL;NULL;5.0;NULL;NULL;5.0;5.0;5.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5.0;NULL;NULL
ASL;101;lance forshay;au13;Elementary American Sign Language I;23;25;NULL;NULL;NULL;NULL;4.82;NULL;NULL;4.82;NULL;4.73;4.73;NULL;NULL;NULL;4.82;NULL;4.85;NULL;NULL;4.78;NULL;NULL;NULL;NULL;NULL;NULL
ASL;101;kristi winter;au13;Elementary American Sign Language I;23;26;NULL;NULL;NULL;NULL;4.82;NULL;NULL;4.86;NULL;4.68;4.78;NULL;NULL;NULL;4.89;NULL;4.92;NULL;NULL;4.78;NULL;NULL;NULL;NULL;NULL;NULL
ASL;101;kristi winter;au13;Elementary American Sign Language I;14;24;NULL;NULL;NULL;NULL;4.86;NULL;NULL;4.86;NULL;4.72;4.86;NULL;NULL;NULL;4.92;NULL;4.92;NULL;NULL;4.8;NULL;NULL;NULL;NULL;NULL;NULL
ASL;101;kristi winter;au13;Elementary American Sign Language I;25;28;NULL;NULL;NULL;NULL;4.76;NULL;NULL;4.84;NULL;4.68;4.82;NULL;NULL;NULL;4.84;NULL;4.88;NULL;NULL;4.76;NULL;NULL;NULL;NULL;NULL;NULL
ASL;102;lance forshay;wi14;Elementary American Sign Language II;14;14;NULL;NULL;NULL;NULL;4.8;NULL;NULL;4.8;NULL;4.8;4.8;NULL;NULL;NULL;4.8;NULL;4.85;NULL;NULL;4.8;NULL;NULL;NULL;NULL;NULL;NULL
ASL;102;kristi winter;wi14;Elementary American Sign Language II;15;24;NULL;NULL;NULL;NULL;4.75;NULL;NULL;4.75;NULL;NULL;4.96;NULL;NULL;4.88;4.96;4.88;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.82;NULL;NULL
ASL;102;kristi winter;wi14;Elementary American Sign Language II;16;22;NULL;NULL;NULL;NULL;4.77;NULL;NULL;4.88;NULL;NULL;4.88;NULL;NULL;4.83;4.88;4.83;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.77;NULL;NULL
ASL;102;kristi winter;wi14;Elementary American Sign Language II;19;24;NULL;NULL;NULL;NULL;4.82;NULL;NULL;4.77;NULL;NULL;4.82;NULL;NULL;4.87;4.87;4.71;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.71;NULL;NULL
ASL;103;lance forshay;sp14;Elementary American Sign Language III;12;19;NULL;NULL;NULL;NULL;4.06;NULL;NULL;4.5;NULL;NULL;4.1;NULL;NULL;3.9;4.21;4.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.06;NULL;NULL
ASL;103;lance forshay;sp13;Elementary American Sign Language III;16;22;NULL;NULL;NULL;NULL;4.06;NULL;NULL;4.36;NULL;3.75;4.61;NULL;NULL;NULL;4.7;NULL;4.5;NULL;NULL;4.1;NULL;NULL;NULL;NULL;NULL;NULL
ASL;103;lance forshay;sp14;Elementary American Sign Language III;15;15;NULL;NULL;NULL;NULL;4.0;NULL;NULL;3.94;NULL;NULL;3.7;NULL;NULL;3.4;3.8;3.8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.88;NULL;NULL
ASL;103;lance forshay;sp13;Elementary American Sign Language III;15;22;NULL;NULL;NULL;NULL;4.56;NULL;NULL;4.42;NULL;3.75;4.72;NULL;NULL;NULL;4.67;NULL;4.67;NULL;NULL;4.13;NULL;NULL;NULL;NULL;NULL;NULL
ASL;103;kristi winter;sp13;Elementary American Sign Language III;21;26;NULL;NULL;NULL;NULL;4.75;NULL;NULL;4.84;NULL;NULL;4.88;NULL;NULL;4.8;4.8;4.79;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.69;NULL;NULL
ASL;103;kristi winter;sp14;Elementary American Sign Language III;21;27;NULL;NULL;NULL;NULL;4.8;NULL;NULL;4.84;NULL;NULL;4.88;NULL;NULL;4.95;4.98;4.92;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.75;NULL;NULL
ASL;103;kristi winter;sp13;Elementary American Sign Language III;20;26;NULL;NULL;NULL;NULL;4.79;NULL;NULL;4.79;NULL;NULL;4.88;NULL;NULL;4.88;4.91;4.67;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.73;NULL;NULL
ASL;103;kristi winter;sp14;Elementary American Sign Language III;17;23;NULL;NULL;NULL;NULL;4.85;NULL;NULL;4.89;NULL;NULL;4.89;NULL;NULL;4.89;4.89;4.73;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.73;NULL;NULL
ASL;134;john rehkop;su14;Intensive First Year ASL;14;14;NULL;NULL;NULL;NULL;4.86;NULL;NULL;4.96;NULL;NULL;5.0;NULL;NULL;5.0;5.0;4.69;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.8;NULL;NULL
ASL;134;raymond bateh;su14;Intensive First Year ASL;11;14;NULL;NULL;NULL;NULL;2.38;NULL;NULL;2.38;NULL;NULL;2.25;NULL;NULL;1.75;2.83;3.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.42;NULL;NULL
ASL;134;lance forshay;su13;Intensive First Year ASL;14;16;NULL;NULL;NULL;NULL;4.5;NULL;NULL;4.8;NULL;3.3;4.92;NULL;NULL;NULL;4.86;NULL;4.8;NULL;NULL;4.28;NULL;NULL;NULL;NULL;NULL;NULL
ASL;134;kristi winter;su14;Intensive First Year ASL;13;15;NULL;NULL;NULL;NULL;4.69;NULL;NULL;4.91;NULL;NULL;4.85;NULL;NULL;4.96;5.0;4.78;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.42;NULL;NULL
ASL;134;kristi winter;su13;Intensive First Year ASL;16;18;NULL;NULL;NULL;NULL;4.7;NULL;NULL;4.7;NULL;NULL;4.77;NULL;NULL;4.5;4.77;4.7;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.21;NULL;NULL
ASL;201;lance forshay;au13;Intermediate American Sign Language I;21;24;NULL;NULL;NULL;NULL;4.55;NULL;NULL;4.69;NULL;4.29;4.8;NULL;NULL;NULL;4.75;NULL;4.73;NULL;NULL;4.55;NULL;NULL;NULL;NULL;NULL;NULL
ASL;202;lance forshay;wi14;Intermediate American Sign Language II;12;15;NULL;NULL;NULL;NULL;4.17;NULL;NULL;4.5;NULL;4.0;4.64;NULL;NULL;NULL;4.83;NULL;4.5;NULL;NULL;4.33;NULL;NULL;NULL;NULL;NULL;NULL
ASL;203;kristi winter;sp13;Intermediate American Sign Language III;20;23;NULL;NULL;NULL;NULL;4.59;NULL;NULL;4.3;NULL;NULL;4.79;NULL;NULL;4.79;4.67;4.39;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.39;NULL;NULL
ASL;203;kristi winter;sp14;Intermediate American Sign Language III;12;13;NULL;NULL;NULL;NULL;4.64;NULL;NULL;4.58;NULL;NULL;4.9;NULL;NULL;4.95;5.0;4.95;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.83;NULL;NULL
ASL;234;lance forshay;su14;NULL;6;6;NULL;NULL;NULL;NULL;4.9;NULL;NULL;4.9;NULL;NULL;4.9;NULL;NULL;5.0;4.9;4.5;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.75;NULL;NULL
ASL;305;lance forshay;sp14;Deaf Studies;39;52;NULL;NULL;NULL;NULL;4.69;NULL;NULL;4.65;NULL;NULL;4.61;NULL;NULL;4.8;4.78;4.46;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.69;NULL;NULL
ASL;305;lance forshay;sp13;Deaf Studies;24;46;NULL;NULL;NULL;NULL;4.42;NULL;NULL;4.58;NULL;NULL;4.42;NULL;NULL;4.64;4.75;4.39;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.58;NULL;NULL
ASTBIO;115;david catling;au13;Astrobiology: Life in the Universe;55;116;NULL;NULL;NULL;NULL;3.98;NULL;NULL;3.96;NULL;NULL;3.9;NULL;NULL;3.93;4.07;3.68;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.1;NULL;NULL
ASTBIO;502;victoria meadows;au13;Astrobiology Topics;13;13;NULL;NULL;NULL;NULL;4.42;NULL;NULL;4.29;NULL;NULL;4.57;NULL;NULL;4.69;4.4;3.86;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.69;NULL;NULL
ASTBIO;550;victoria meadows;sp13;NULL;11;13;NULL;NULL;NULL;NULL;3.63;NULL;NULL;3.63;NULL;NULL;4.38;NULL;NULL;4.58;4.71;4.25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.8;NULL;NULL
ASTBIO;575;john baross;wi14;NULL;11;20;NULL;NULL;NULL;NULL;4.0;NULL;NULL;3.0;NULL;NULL;4.3;NULL;NULL;3.13;4.33;4.7;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.88;NULL;NULL
ASTR;101;bruce balick;wi14;Astronomy;103;287;NULL;NULL;NULL;NULL;2.84;NULL;NULL;3.02;NULL;NULL;3.33;NULL;NULL;2.46;2.98;3.01;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.17;NULL;NULL
ASTR;101;chris laws;sp13;Astronomy;154;301;NULL;NULL;NULL;NULL;4.76;NULL;NULL;4.7;NULL;NULL;4.92;NULL;NULL;4.89;4.93;4.67;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.73;NULL;NULL
ASTR;101;ana larson;su14;Astronomy;6;15;NULL;NULL;NULL;NULL;4.17;NULL;NULL;4.75;NULL;NULL;4.0;NULL;NULL;4.0;4.17;4.25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.25;NULL;NULL
ASTR;101;ana larson;su13;Astronomy;3;12;NULL;NULL;NULL;NULL;4.75;NULL;NULL;5.0;NULL;NULL;5.0;NULL;NULL;4.75;4.75;4.75;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5.0;NULL;NULL
ASTR;101;ana larson;au13;Astronomy;163;280;NULL;NULL;NULL;NULL;2.89;NULL;NULL;3.03;NULL;NULL;2.99;NULL;NULL;2.3;2.66;3.19;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.12;NULL;NULL
ASTR;101;chris laws;sp14;Astronomy;123;235;NULL;NULL;NULL;NULL;4.85;NULL;NULL;4.81;NULL;NULL;4.93;NULL;NULL;4.92;4.93;4.62;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.83;NULL;NULL
ASTR;101;nicole silvestri;au13;Astronomy;27;30;NULL;NULL;NULL;4.0;NULL;NULL;NULL;4.44;NULL;NULL;4.35;3.95;NULL;4.71;4.71;NULL;NULL;NULL;NULL;NULL;NULL;4.29;NULL;NULL;NULL;NULL
ASTR;101;nicole silvestri;sp14;Astronomy;22;29;NULL;NULL;NULL;4.92;NULL;NULL;NULL;4.77;NULL;NULL;4.65;4.58;NULL;4.71;4.85;NULL;NULL;NULL;NULL;NULL;NULL;4.65;NULL;NULL;NULL;NULL
ASTR;101;nicole silvestri;au13;Astronomy;22;30;NULL;NULL;NULL;3.93;NULL;NULL;NULL;4.5;NULL;NULL;4.41;4.06;NULL;4.81;4.77;NULL;NULL;NULL;NULL;NULL;NULL;4.14;NULL;NULL;NULL;NULL
ASTR;101;breanna binder;wi14;Astronomy;15;24;NULL;NULL;NULL;4.08;NULL;NULL;NULL;4.4;NULL;NULL;4.56;4.25;NULL;4.67;4.82;NULL;NULL;NULL;NULL;NULL;NULL;4.42;NULL;NULL;NULL;NULL
ASTR;101;nicole silvestri;sp14;Astronomy;19;24;NULL;NULL;NULL;4.55;NULL;NULL;NULL;4.64;NULL;NULL;4.77;4.44;NULL;4.82;4.87;NULL;NULL;NULL;NULL;NULL;NULL;4.44;NULL;NULL;NULL;NULL
ASTR;101;breanna binder;wi14;Astronomy;16;23;NULL;NULL;NULL;4.38;NULL;NULL;NULL;4.77;NULL;NULL;4.61;4.3;NULL;4.83;4.88;NULL;NULL;NULL;NULL;NULL;NULL;4.5;NULL;NULL;NULL;NULL
ASTR;101;ana larson;su14;Astronomy;5;20;NULL;NULL;NULL;NULL;4.67;NULL;NULL;4.67;NULL;NULL;4.67;NULL;NULL;4.88;4.88;4.67;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.33;NULL;NULL
ASTR;101;nicole silvestri;su13;Astronomy;12;19;NULL;NULL;NULL;NULL;4.64;NULL;NULL;4.5;NULL;NULL;4.75;NULL;NULL;4.75;4.5;4.33;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.64;NULL;NULL
ASTR;101;mark burbank;au13;Astronomy;7;7;NULL;NULL;NULL;NULL;5.0;NULL;NULL;4.8;NULL;NULL;4.38;NULL;NULL;5.0;5.0;4.92;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.8;NULL;NULL
ASTR;101;rory retzlaff;au13;Astronomy;20;30;NULL;NULL;NULL;NULL;3.95;NULL;NULL;4.13;NULL;NULL;4.23;NULL;NULL;4.14;4.25;3.89;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.04;NULL;NULL
ASTR;102;bruce balick;au13;Introduction to Astronomy;26;47;NULL;NULL;NULL;NULL;2.9;NULL;NULL;3.1;NULL;NULL;3.0;NULL;NULL;2.7;2.92;3.07;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.14;NULL;NULL
ASTR;105;toby smith;wi14;Exploring the Moon;81;105;NULL;NULL;NULL;NULL;4.58;NULL;NULL;4.68;NULL;NULL;4.52;NULL;NULL;4.76;4.79;3.89;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.6;NULL;NULL
ASTR;150;nicole silvestri;wi14;The Planets;104;294;NULL;NULL;NULL;NULL;4.27;NULL;NULL;4.3;NULL;NULL;4.61;NULL;NULL;4.55;4.62;4.12;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.32;NULL;NULL
ASTR;150;toby smith;sp13;The Planets;128;298;NULL;NULL;NULL;NULL;4.26;NULL;NULL;4.45;NULL;NULL;4.49;NULL;NULL;4.64;4.72;4.18;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.35;NULL;NULL
ASTR;150;nicole silvestri;su14;The Planets;9;12;NULL;NULL;NULL;NULL;4.4;NULL;NULL;4.6;NULL;NULL;4.86;NULL;NULL;4.6;4.4;4.17;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.25;NULL;NULL
ASTR;150;toby smith;su13;The Planets;11;15;NULL;NULL;NULL;NULL;4.4;NULL;NULL;4.29;NULL;NULL;4.0;NULL;NULL;4.71;4.71;4.17;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.58;NULL;NULL
ASTR;150;toby smith;au13;The Planets;100;249;NULL;NULL;NULL;NULL;4.54;NULL;NULL;4.66;NULL;NULL;4.39;NULL;NULL;4.69;4.75;4.14;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.59;NULL;NULL
ASTR;150;toby smith;sp14;The Planets;121;295;NULL;NULL;NULL;NULL;4.65;NULL;NULL;4.69;NULL;NULL;4.67;NULL;NULL;4.86;4.87;4.51;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.66;NULL;NULL
ASTR;150;nicole silvestri;sp14;The Planets;26;32;NULL;NULL;NULL;4.32;NULL;NULL;NULL;4.42;NULL;NULL;4.74;4.32;NULL;4.74;4.88;NULL;NULL;NULL;NULL;NULL;NULL;4.41;NULL;NULL;NULL;NULL
ASTR;150;nicole silvestri;sp13;The Planets;24;31;NULL;NULL;NULL;4.45;NULL;NULL;NULL;4.54;NULL;NULL;4.78;4.5;NULL;4.79;4.87;NULL;NULL;NULL;NULL;NULL;NULL;4.64;NULL;NULL;NULL;NULL
ASTR;150;nicole silvestri;sp13;The Planets;25;31;NULL;NULL;NULL;4.81;NULL;NULL;NULL;4.67;NULL;NULL;4.83;4.72;NULL;4.9;4.9;NULL;NULL;NULL;NULL;NULL;NULL;4.81;NULL;NULL;NULL;NULL
ASTR;150;toby smith;sp14;The Planets;18;25;NULL;NULL;NULL;4.77;NULL;NULL;NULL;4.61;NULL;NULL;4.7;4.56;NULL;4.89;4.97;NULL;NULL;NULL;NULL;NULL;NULL;4.68;NULL;NULL;NULL;NULL
ASTR;150;nicole silvestri;wi14;The Planets;20;25;NULL;NULL;NULL;4.23;NULL;NULL;NULL;4.14;NULL;NULL;4.38;4.05;NULL;4.67;4.67;NULL;NULL;NULL;NULL;NULL;NULL;4.14;NULL;NULL;NULL;NULL
ASTR;150;toby smith;sp14;The Planets;17;23;NULL;NULL;NULL;4.56;NULL;NULL;NULL;4.36;NULL;NULL;4.65;4.5;NULL;4.89;4.89;NULL;NULL;NULL;NULL;NULL;NULL;4.7;NULL;NULL;NULL;NULL
ASTR;150;nicole silvestri;wi14;The Planets;19;25;NULL;NULL;NULL;4.64;NULL;NULL;NULL;4.44;NULL;NULL;4.55;4.11;NULL;4.77;4.91;NULL;NULL;NULL;NULL;NULL;NULL;4.18;NULL;NULL;NULL;NULL
ASTR;150;nicole silvestri;sp14;The Planets;22;25;NULL;NULL;NULL;4.3;NULL;NULL;NULL;4.71;NULL;NULL;4.81;4.65;NULL;4.77;4.85;NULL;NULL;NULL;NULL;NULL;NULL;4.5;NULL;NULL;NULL;NULL
ASTR;160;victoria meadows;sp14;NULL;16;21;NULL;NULL;NULL;NULL;4.77;NULL;NULL;4.83;NULL;NULL;4.83;NULL;NULL;4.83;4.97;4.56;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.7;NULL;NULL
ASTR;190;thomas quinn;wi14;Modern Topics in Astronomy for Non-Science Majors;16;26;NULL;NULL;NULL;NULL;4.3;NULL;NULL;4.82;NULL;NULL;4.5;NULL;NULL;4.3;4.56;4.63;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.36;NULL;NULL
ASTR;190;ana larson;su13;Modern Topics in Astronomy for Non-Science Majors;2;4;NULL;NULL;NULL;NULL;5.0;NULL;NULL;5.0;NULL;NULL;5.0;NULL;NULL;4.0;4.5;5.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.5;NULL;NULL
ASTR;192;michael tremmel;au13;Pre-Major in Astronomy Research Seminar;15;16;NULL;NULL;NULL;NULL;4.88;NULL;NULL;4.63;NULL;NULL;4.86;NULL;NULL;4.56;4.88;4.8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.75;NULL;NULL
ASTR;211;ana larson;wi14;The Universe and Change;32;38;NULL;NULL;NULL;NULL;3.94;NULL;NULL;3.85;NULL;NULL;4.07;NULL;NULL;4.0;4.39;4.35;NULL;NULL;NULL;NULL;NULL;NULL;NULL;3.83;NULL;NULL
ASTR;270;ana larson;sp13;Public Outreach in Astronomy;21;23;NULL;NULL;NULL;NULL;4.69;NULL;NULL;4.59;NULL;NULL;4.79;NULL;NULL;4.87;4.88;4.84;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.79;NULL;NULL
ASTR;270;ana larson;sp14;Public Outreach in Astronomy;21;24;NULL;NULL;NULL;NULL;4.55;NULL;NULL;4.67;NULL;NULL;4.67;NULL;NULL;4.69;4.75;4.79;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.55;NULL;NULL
ASTR;300;toby smith;wi14;Introduction to Programming for Astronomical Applications;10;13;NULL;NULL;NULL;NULL;4.94;NULL;NULL;4.94;NULL;NULL;5.0;NULL;NULL;4.94;4.94;5.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;5.0;NULL;NULL
ASTR;300;toby smith;au13;Introduction to Programming for Astronomical Applications;11;14;NULL;NULL;NULL;NULL;4.95;NULL;NULL;4.95;NULL;NULL;4.95;NULL;NULL;5.0;5.0;4.71;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.81;NULL;NULL
ASTR;301;chris laws;wi14;Astronomy for Scientists and Engineers;12;17;NULL;NULL;NULL;NULL;4.9;NULL;NULL;4.83;NULL;NULL;4.95;NULL;NULL;4.9;4.95;4.83;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4.83;NULL;NULL
